State,District,Year,Education_Index,Healthcare_Index,Food_Security_Index,Employment_Index
Kerala,Kannur,2024,99.0,90.58,93.52,62.27
Kerala,Kannur,2025,99.0,91.84,95.68,63.81
Kerala,Kannur,2026,99.0,93.1,97,65.34
Kerala,Palakkad,2010,89.04,64.77,62.05,40.02
Kerala,Palakkad,2011,89.32,66.24,62.59,41.39
Kerala,Palakkad,2012,89.6,67.71,63.12,42.76
Kerala,Palakkad,2013,89.88,69.18,63.66,44.13
Kerala,Palakkad,2014,90.16,70.66,65.4,45.5
Kerala,Palakkad,2015,90.44,72.13,67.13,46.86
Kerala,Palakkad,2016,90.84,73.6,68.87,48.23
Kerala,Palakkad,2017,91.24,75.8,70.71,49.6
Kerala,Palakkad,2018,91.64,78.0,72.55,51.52
Kerala,Palakkad,2019,92.04,80.2,74.4,53.44
Kerala,Palakkad,2020,92.44,82.4,76.24,50.4
Kerala,Palakkad,2021,92.84,82.4,78.4,53.93
Kerala,Palakkad,2022,93.24,83.98,80.56,59.2
Kerala,Palakkad,2023,93.64,85.57,82.72,60.74
Kerala,Palakkad,2024,94.04,87.15,84.88,62.27
Kerala,Palakkad,2025,94.44,88.74,87.04,63.81
Kerala,Palakkad,2026,94.84,90.32,89.2,65.34
Kerala,Malappuram,2010,89.05,63.71,61.2,40.02
Kerala,Malappuram,2011,89.33,65.16,61.75,41.39
Kerala,Malappuram,2012,89.61,66.61,62.3,42.76
Kerala,Malappuram,2013,89.89,68.06,62.85,44.13
Kerala,Malappuram,2014,90.17,69.5,64.59,45.5
Kerala,Malappuram,2015,90.45,70.95,66.34,46.86
Kerala,Malappuram,2016,90.85,72.4,68.09,48.23
Kerala,Malappuram,2017,91.25,74.6,69.95,49.6
Kerala,Malappuram,2018,91.65,76.8,71.8,51.52
Kerala,Malappuram,2019,92.05,79.0,73.66,53.44
Kerala,Malappuram,2020,92.45,81.2,75.52,50.4
Kerala,Malappuram,2021,92.85,81.2,77.68,53.93
Kerala,Malappuram,2022,93.25,82.78,79.84,59.2
Kerala,Malappuram,2023,93.65,84.37,82.0,60.74
Kerala,Malappuram,2024,94.05,85.95,84.16,62.27
Kerala,Malappuram,2025,94.45,87.54,86.32,63.81
Kerala,Malappuram,2026,94.85,89.12,88.48,65.34
Kerala,Idukki,2010,91.71,67.14,65.73,40.02
Kerala,Idukki,2011,91.99,68.67,66.22,41.39
Kerala,Idukki,2012,92.27,70.2,66.7,42.76
Kerala,Idukki,2013,92.55,71.72,67.18,44.13
Kerala,Idukki,2014,92.83,73.25,68.87,45.5
Kerala,Idukki,2015,93.11,74.77,70.55,46.86
Kerala,Idukki,2016,93.51,76.3,72.24,48.23
Kerala,Idukki,2017,93.91,78.12,74.02,49.6
Kerala,Idukki,2018,94.31,79.95,75.8,51.52
Kerala,Idukki,2019,94.71,81.77,77.58,53.44
Kerala,Idukki,2020,95.11,83.6,79.36,50.4
Kerala,Idukki,2021,95.51,83.6,81.52,53.93
Kerala,Idukki,2022,95.91,84.91,83.68,59.2
Kerala,Idukki,2023,96.31,86.23,85.84,60.74
Kerala,Idukki,2024,96.71,87.54,88.0,62.27
Kerala,Idukki,2025,97.11,88.86,90.16,63.81
Kerala,Idukki,2026,97.51,90.17,92.32,65.34
Kerala,Wayanad,2010,88.76,61.95,60.07,40.02
Kerala,Wayanad,2011,89.04,63.36,60.63,41.39
Kerala,Wayanad,2012,89.32,64.77,61.2,42.76
Kerala,Wayanad,2013,89.6,66.18,61.76,44.13
Kerala,Wayanad,2014,89.88,67.58,63.52,45.5
Kerala,Wayanad,2015,90.16,68.99,65.29,46.86
Kerala,Wayanad,2016,90.56,70.4,67.05,48.23
Kerala,Wayanad,2017,90.96,73.0,68.93,49.6
Kerala,Wayanad,2018,91.36,75.6,70.81,51.52
Kerala,Wayanad,2019,91.76,78.2,72.68,53.44
Kerala,Wayanad,2020,92.16,80.8,74.56,50.4
Kerala,Wayanad,2021,92.56,80.8,76.72,53.93
Kerala,Wayanad,2022,92.96,82.67,78.88,59.2
Kerala,Wayanad,2023,93.36,84.54,81.04,60.74
Kerala,Wayanad,2024,93.76,86.42,83.2,62.27
Kerala,Wayanad,2025,94.16,88.29,85.36,63.81
Kerala,Wayanad,2026,94.56,90.16,87.52,65.34
Kerala,Pathanamthitta,2010,96.27,72.86,77.06,40.02
Kerala,Pathanamthitta,2011,96.55,74.52,77.38,41.39
Kerala,Pathanamthitta,2012,96.83,76.18,77.71,42.76
Kerala,Pathanamthitta,2013,97.11,77.83,78.03,44.13
Kerala,Pathanamthitta,2014,97.39,79.49,79.56,45.5
Kerala,Pathanamthitta,2015,97.67,81.14,81.08,46.86
Kerala,Pathanamthitta,2016,98.07,82.8,82.6,48.23
Kerala,Pathanamthitta,2017,98.47,84.5,84.19,49.6
Kerala,Pathanamthitta,2018,98.87,86.2,85.78,51.52
Kerala,Pathanamthitta,2019,99.0,87.9,87.37,53.44
Kerala,Pathanamthitta,2020,99.0,89.6,88.96,50.4
Kerala,Pathanamthitta,2021,99.0,89.6,91.12,53.93
Kerala,Pathanamthitta,2022,99.0,90.82,93.28,59.2
Kerala,Pathanamthitta,2023,99.0,92.05,95.44,60.74
Kerala,Pathanamthitta,2024,99.0,93.27,97,62.27
Kerala,Pathanamthitta,2025,99.0,94.5,97,63.81
Kerala,Pathanamthitta,2026,99.0,95.72,97,65.34
Kerala,Kasaragod,2010,89.57,62.66,59.79,40.02
Kerala,Kasaragod,2011,89.85,64.08,60.35,41.39
Kerala,Kasaragod,2012,90.13,65.5,60.92,42.76
Kerala,Kasaragod,2013,90.41,66.93,61.49,44.13
Kerala,Kasaragod,2014,90.69,68.35,63.26,45.5
Kerala,Kasaragod,2015,90.97,69.78,65.03,46.86
Kerala,Kasaragod,2016,91.37,71.2,66.79,48.23
Kerala,Kasaragod,2017,91.77,73.5,68.68,49.6
Kerala,Kasaragod,2018,92.17,75.8,70.56,51.52
Kerala,Kasaragod,2019,92.57,78.1,72.44,53.44
Kerala,Kasaragod,2020,92.97,80.4,74.32,50.4
Kerala,Kasaragod,2021,93.37,80.4,76.48,53.93
Kerala,Kasaragod,2022,93.77,82.06,78.64,59.2
Kerala,Kasaragod,2023,94.17,83.71,80.8,60.74
Kerala,Kasaragod,2024,94.57,85.37,82.96,62.27
Kerala,Kasaragod,2025,94.97,87.02,85.12,63.81
Kerala,Kasaragod,2026,95.37,88.68,87.28,65.34
Kerala,Alappuzha,2010,95.74,71.46,75.08,40.02
Kerala,Alappuzha,2011,96.02,73.08,75.43,41.39
Kerala,Alappuzha,2012,96.3,74.7,75.78,42.76
Kerala,Alappuzha,2013,96.58,76.33,76.13,44.13
Kerala,Alappuzha,2014,96.86,77.95,77.69,45.5
Kerala,Alappuzha,2015,97.14,79.58,79.24,46.86
Kerala,Alappuzha,2016,97.54,81.2,80.79,48.23
Kerala,Alappuzha,2017,97.94,83.0,82.41,49.6
Kerala,Alappuzha,2018,98.34,84.8,84.04,51.52
Kerala,Alappuzha,2019,98.74,86.6,85.66,53.44
Kerala,Alappuzha,2020,99.0,88.4,87.28,50.4
Kerala,Alappuzha,2021,99.0,88.4,89.44,53.93
Kerala,Alappuzha,2022,99.0,89.7,91.6,59.2
Kerala,Alappuzha,2023,99.0,90.99,93.76,60.74
Kerala,Alappuzha,2024,99.0,92.29,95.92,62.27
Kerala,Alappuzha,2025,99.0,93.58,97,63.81
Kerala,Alappuzha,2026,99.0,94.88,97,65.34
Kerala,Kottayam,2010,96.93,74.01,77.63,40.02
Kerala,Kottayam,2011,97.21,75.69,77.94,41.39
Kerala,Kottayam,2012,97.49,77.37,78.26,42.76
Kerala,Kottayam,2013,97.77,79.05,78.58,44.13
Kerala,Kottayam,2014,98.05,80.74,80.09,45.5
Kerala,Kottayam,2015,98.33,82.42,81.61,46.86
Kerala,Kottayam,2016,98.73,84.1,83.12,48.23
Kerala,Kottayam,2017,99.0,85.77,84.7,49.6
Kerala,Kottayam,2018,99.0,87.45,86.28,51.52
Kerala,Kottayam,2019,99.0,89.12,87.86,53.44
Kerala,Kottayam,2020,99.0,90.8,89.44,50.4
Kerala,Kottayam,2021,99.0,90.8,91.6,53.93
Kerala,Kottayam,2022,99.0,92.01,93.76,59.2
Kerala,Kottayam,2023,99.0,93.21,95.92,60.74
Kerala,Kottayam,2024,99.0,94.42,97,62.27
Kerala,Kottayam,2025,99.0,95.62,97,63.81
Kerala,Kottayam,2026,99.0,96.83,97,65.34
Tamil Nadu,Chennai,2010,89.9,67.94,68.28,52.61
Tamil Nadu,Chennai,2011,90.18,69.48,68.73,54.01
Tamil Nadu,Chennai,2012,90.46,71.02,69.18,55.41
Tamil Nadu,Chennai,2013,90.74,72.57,69.63,56.8
Tamil Nadu,Chennai,2014,91.02,74.11,71.27,58.2
Tamil Nadu,Chennai,2015,91.3,75.66,72.92,59.6
Tamil Nadu,Chennai,2016,91.7,77.2,74.57,61.0
Tamil Nadu,Chennai,2017,92.1,79.05,76.31,62.4
Tamil Nadu,Chennai,2018,92.5,80.9,78.04,63.84
Tamil Nadu,Chennai,2019,92.9,82.75,79.78,65.28
Tamil Nadu,Chennai,2020,93.3,84.6,81.52,61.69
Tamil Nadu,Chennai,2021,93.7,84.6,83.68,64.78
Tamil Nadu,Chennai,2022,94.1,85.93,85.84,69.6
Tamil Nadu,Chennai,2023,94.5,87.26,88.0,70.75
Tamil Nadu,Chennai,2024,94.9,88.6,90.16,71.9
Tamil Nadu,Chennai,2025,95.3,89.93,92.32,73.06
Tamil Nadu,Chennai,2026,95.7,91.26,94.48,74.21
Tamil Nadu,Coimbatore,2010,85.21,64.94,69.13,51.21
Tamil Nadu,Coimbatore,2011,85.49,66.42,69.57,52.61
Tamil Nadu,Coimbatore,2012,85.77,67.9,70.0,54.01
Tamil Nadu,Coimbatore,2013,86.05,69.37,70.44,55.4
Tamil Nadu,Coimbatore,2014,86.33,70.85,72.08,56.8
Tamil Nadu,Coimbatore,2015,86.61,72.32,73.71,58.2
Tamil Nadu,Coimbatore,2016,87.01,73.8,75.35,59.6
Tamil Nadu,Coimbatore,2017,87.41,75.65,77.07,61.0
Tamil Nadu,Coimbatore,2018,87.81,77.5,78.79,62.44
Tamil Nadu,Coimbatore,2019,88.21,79.35,80.52,63.88
Tamil Nadu,Coimbatore,2020,88.61,81.2,82.24,60.29
Tamil Nadu,Coimbatore,2021,89.01,81.2,84.4,63.38
Tamil Nadu,Coimbatore,2022,89.41,82.53,86.56,68.2
Tamil Nadu,Coimbatore,2023,89.81,83.86,88.72,69.35
Tamil Nadu,Coimbatore,2024,90.21,85.2,90.88,70.5
Tamil Nadu,Coimbatore,2025,90.61,86.53,93.04,71.66
Tamil Nadu,Coimbatore,2026,91.01,87.86,95.2,72.81
Tamil Nadu,Madurai,2010,82.27,61.07,62.62,43.41
Tamil Nadu,Madurai,2011,82.72,62.46,63.15,44.81
Tamil Nadu,Madurai,2012,83.17,63.85,63.67,46.21
Tamil Nadu,Madurai,2013,83.62,65.24,64.2,47.6
Tamil Nadu,Madurai,2014,84.07,66.62,65.93,49.0
Tamil Nadu,Madurai,2015,84.52,68.01,67.66,50.4
Tamil Nadu,Madurai,2016,85.09,69.4,69.39,51.8
Tamil Nadu,Madurai,2017,85.66,71.4,71.22,53.2
Tamil Nadu,Madurai,2018,86.23,73.4,73.05,54.64
Tamil Nadu,Madurai,2019,86.8,75.4,74.89,56.08
Tamil Nadu,Madurai,2020,87.37,77.4,76.72,52.49
Tamil Nadu,Madurai,2021,87.94,77.4,78.88,55.58
Tamil Nadu,Madurai,2022,88.51,78.84,81.04,60.4
Tamil Nadu,Madurai,2023,89.08,80.28,83.2,61.55
Tamil Nadu,Madurai,2024,89.65,81.72,85.36,62.7
Tamil Nadu,Madurai,2025,90.22,83.16,87.52,63.86
Tamil Nadu,Madurai,2026,90.79,84.6,89.68,65.01
Tamil Nadu,Salem,2010,78.09,57.9,57.24,48.61
Tamil Nadu,Salem,2011,78.54,59.22,57.84,50.01
Tamil Nadu,Salem,2012,78.99,60.54,58.44,51.41
Tamil Nadu,Salem,2013,79.44,61.85,59.05,52.8
Tamil Nadu,Salem,2014,79.89,63.17,60.85,54.2
Tamil Nadu,Salem,2015,80.34,64.48,62.66,55.6
Tamil Nadu,Salem,2016,80.91,65.8,64.46,57.0
Tamil Nadu,Salem,2017,81.48,67.8,66.39,58.4
Tamil Nadu,Salem,2018,82.05,69.8,68.31,59.84
Tamil Nadu,Salem,2019,82.62,71.8,70.24,61.28
Tamil Nadu,Salem,2020,83.19,73.8,72.16,57.69
Tamil Nadu,Salem,2021,83.76,73.8,74.32,60.78
Tamil Nadu,Salem,2022,84.33,75.24,76.48,65.6
Tamil Nadu,Salem,2023,84.9,76.68,78.64,66.75
Tamil Nadu,Salem,2024,85.47,78.12,80.8,67.9
Tamil Nadu,Salem,2025,86.04,79.56,82.96,69.06
Tamil Nadu,Salem,2026,86.61,81.0,85.12,70.21
Tamil Nadu,Tiruchirappalli,2010,82.17,61.78,64.88,43.41
Tamil Nadu,Tiruchirappalli,2011,82.62,63.18,65.38,44.81
Tamil Nadu,Tiruchirappalli,2012,83.07,64.58,65.88,46.21
Tamil Nadu,Tiruchirappalli,2013,83.52,65.99,66.37,47.6
Tamil Nadu,Tiruchirappalli,2014,83.97,67.39,68.07,49.0
Tamil Nadu,Tiruchirappalli,2015,84.42,68.8,69.76,50.4
Tamil Nadu,Tiruchirappalli,2016,84.99,70.2,71.46,51.8
Tamil Nadu,Tiruchirappalli,2017,85.56,72.25,73.25,53.2
Tamil Nadu,Tiruchirappalli,2018,86.13,74.3,75.05,54.64
Tamil Nadu,Tiruchirappalli,2019,86.7,76.35,76.84,56.08
Tamil Nadu,Tiruchirappalli,2020,87.27,78.4,78.64,52.49
Tamil Nadu,Tiruchirappalli,2021,87.84,78.4,80.8,55.58
Tamil Nadu,Tiruchirappalli,2022,88.41,79.88,82.96,60.4
Tamil Nadu,Tiruchirappalli,2023,88.98,81.35,85.12,61.55
Tamil Nadu,Tiruchirappalli,2024,89.55,82.83,87.28,62.7
Tamil Nadu,Tiruchirappalli,2025,90.12,84.3,89.44,63.86
Tamil Nadu,Tiruchirappalli,2026,90.69,85.78,91.6,65.01
Tamil Nadu,Tirunelveli,2010,87.35,65.65,68.0,43.41
Tamil Nadu,Tirunelveli,2011,87.63,67.14,68.45,44.81
Tamil Nadu,Tirunelveli,2012,87.91,68.63,68.9,46.21
Tamil Nadu,Tirunelveli,2013,88.19,70.12,69.35,47.6
Tamil Nadu,Tirunelveli,2014,88.47,71.62,71.01,49.0
Tamil Nadu,Tirunelveli,2015,88.75,73.11,72.66,50.4
Tamil Nadu,Tirunelveli,2016,89.15,74.6,74.31,51.8
Tamil Nadu,Tirunelveli,2017,89.55,76.6,76.05,53.2
Tamil Nadu,Tirunelveli,2018,89.95,78.6,77.8,54.64
Tamil Nadu,Tirunelveli,2019,90.35,80.6,79.54,56.08
Tamil Nadu,Tirunelveli,2020,90.75,82.6,81.28,52.49
Tamil Nadu,Tirunelveli,2021,91.15,82.6,83.44,55.58
Tamil Nadu,Tirunelveli,2022,91.55,84.04,85.6,60.4
Tamil Nadu,Tirunelveli,2023,91.95,85.48,87.76,61.55
Tamil Nadu,Tirunelveli,2024,92.35,86.92,89.92,62.7
Tamil Nadu,Tirunelveli,2025,92.75,88.36,92.08,63.86
Tamil Nadu,Tirunelveli,2026,93.15,89.8,94.24,65.01
Tamil Nadu,Vellore,2010,81.87,59.31,59.79,43.41
Tamil Nadu,Vellore,2011,82.32,60.66,60.35,44.81
Tamil Nadu,Vellore,2012,82.77,62.01,60.92,46.21
Tamil Nadu,Vellore,2013,83.22,63.36,61.49,47.6
Tamil Nadu,Vellore,2014,83.67,64.7,63.26,49.0
Tamil Nadu,Vellore,2015,84.12,66.05,65.03,50.4
Tamil Nadu,Vellore,2016,84.69,67.4,66.79,51.8
Tamil Nadu,Vellore,2017,85.26,69.4,68.68,53.2
Tamil Nadu,Vellore,2018,85.83,71.4,70.56,54.64
Tamil Nadu,Vellore,2019,86.4,73.4,72.44,56.08
Tamil Nadu,Vellore,2020,86.97,75.4,74.32,52.49
Tamil Nadu,Vellore,2021,87.54,75.4,76.48,55.58
Tamil Nadu,Vellore,2022,88.11,76.84,78.64,60.4
Tamil Nadu,Vellore,2023,88.68,78.28,80.8,61.55
Tamil Nadu,Vellore,2024,89.25,79.72,82.96,62.7
Tamil Nadu,Vellore,2025,89.82,81.16,85.12,63.86
Tamil Nadu,Vellore,2026,90.39,82.6,87.28,65.01
Tamil Nadu,Erode,2010,79.8,58.78,60.64,49.81
Tamil Nadu,Erode,2011,80.25,60.12,61.19,51.21
Tamil Nadu,Erode,2012,80.7,61.46,61.75,52.61
Tamil Nadu,Erode,2013,81.15,62.79,62.3,54.0
Tamil Nadu,Erode,2014,81.6,64.13,64.06,55.4
Tamil Nadu,Erode,2015,82.05,65.46,65.82,56.8
Tamil Nadu,Erode,2016,82.62,66.8,67.57,58.2
Tamil Nadu,Erode,2017,83.19,68.8,69.44,59.6
Tamil Nadu,Erode,2018,83.76,70.8,71.31,61.04
Tamil Nadu,Erode,2019,84.33,72.8,73.17,62.48
Tamil Nadu,Erode,2020,84.9,74.8,75.04,58.89
Tamil Nadu,Erode,2021,85.47,74.8,77.2,61.98
Tamil Nadu,Erode,2022,86.04,76.24,79.36,66.8
Tamil Nadu,Erode,2023,86.61,77.68,81.52,67.95
Tamil Nadu,Erode,2024,87.18,79.12,83.68,69.1
Tamil Nadu,Erode,2025,87.75,80.56,85.84,70.26
Tamil Nadu,Erode,2026,88.32,82.0,88.0,71.41
Tamil Nadu,Thanjavur,2010,83.46,63.71,65.45,43.41
Tamil Nadu,Thanjavur,2011,83.91,65.16,65.94,44.81
Tamil Nadu,Thanjavur,2012,84.36,66.61,66.43,46.21
Tamil Nadu,Thanjavur,2013,84.81,68.06,66.91,47.6
Tamil Nadu,Thanjavur,2014,85.26,69.5,68.6,49.0
Tamil Nadu,Thanjavur,2015,85.71,70.95,70.29,50.4
Tamil Nadu,Thanjavur,2016,86.28,72.4,71.98,51.8
Tamil Nadu,Thanjavur,2017,86.85,74.35,73.76,53.2
Tamil Nadu,Thanjavur,2018,87.42,76.3,75.55,54.64
Tamil Nadu,Thanjavur,2019,87.99,78.25,77.33,56.08
Tamil Nadu,Thanjavur,2020,88.56,80.2,79.12,52.49
Tamil Nadu,Thanjavur,2021,89.13,80.2,81.28,55.58
Tamil Nadu,Thanjavur,2022,89.7,81.6,83.44,60.4
Tamil Nadu,Thanjavur,2023,90.27,83.01,85.6,61.55
Tamil Nadu,Thanjavur,2024,90.84,84.41,87.76,62.7
Tamil Nadu,Thanjavur,2025,91.41,85.82,89.92,63.86
Tamil Nadu,Thanjavur,2026,91.98,87.22,92.08,65.01
Tamil Nadu,Dharmapuri,2010,67.9,48.05,45.91,43.41
Tamil Nadu,Dharmapuri,2011,68.48,49.14,46.67,44.81
Tamil Nadu,Dharmapuri,2012,69.06,50.23,47.44,46.21
Tamil Nadu,Dharmapuri,2013,69.64,51.32,48.2,47.6
Tamil Nadu,Dharmapuri,2014,70.22,52.42,50.16,49.0
Tamil Nadu,Dharmapuri,2015,70.8,53.51,52.13,50.4
Tamil Nadu,Dharmapuri,2016,71.5,54.6,54.09,51.8
Tamil Nadu,Dharmapuri,2017,72.2,56.8,56.21,53.2
Tamil Nadu,Dharmapuri,2018,72.9,59.0,58.33,54.64
Tamil Nadu,Dharmapuri,2019,73.6,61.2,60.44,56.08
Tamil Nadu,Dharmapuri,2020,74.3,63.4,62.56,52.49
Tamil Nadu,Dharmapuri,2021,75.0,63.4,64.72,55.58
Tamil Nadu,Dharmapuri,2022,75.7,64.98,66.88,60.4
Tamil Nadu,Dharmapuri,2023,76.4,66.57,69.04,61.55
Tamil Nadu,Dharmapuri,2024,77.1,68.15,71.2,62.7
Tamil Nadu,Dharmapuri,2025,77.8,69.74,73.36,63.86
Tamil Nadu,Dharmapuri,2026,78.5,71.32,75.52,65.01
Tamil Nadu,Cuddalore,2010,78.99,54.91,52.42,43.41
Tamil Nadu,Cuddalore,2011,79.44,56.16,53.09,44.81
Tamil Nadu,Cuddalore,2012,79.89,57.41,53.77,46.21
Tamil Nadu,Cuddalore,2013,80.34,58.66,54.44,47.6
Tamil Nadu,Cuddalore,2014,80.79,59.9,56.31,49.0
Tamil Nadu,Cuddalore,2015,81.24,61.15,58.18,50.4
Tamil Nadu,Cuddalore,2016,81.81,62.4,60.05,51.8
Tamil Nadu,Cuddalore,2017,82.38,64.65,62.06,53.2
Tamil Nadu,Cuddalore,2018,82.95,66.9,64.07,54.64
Tamil Nadu,Cuddalore,2019,83.52,69.15,66.07,56.08
Tamil Nadu,Cuddalore,2020,84.09,71.4,68.08,52.49
Tamil Nadu,Cuddalore,2021,84.66,71.4,70.24,55.58
Tamil Nadu,Cuddalore,2022,85.23,73.02,72.4,60.4
Tamil Nadu,Cuddalore,2023,85.8,74.64,74.56,61.55
Tamil Nadu,Cuddalore,2024,86.37,76.26,76.72,62.7
Tamil Nadu,Cuddalore,2025,86.94,77.88,78.88,63.86
Tamil Nadu,Cuddalore,2026,87.51,79.5,81.04,65.01
Tamil Nadu,Villupuram,2010,70.21,51.74,48.46,43.41
Tamil Nadu,Villupuram,2011,70.79,52.92,49.19,44.81
Tamil Nadu,Villupuram,2012,71.37,54.1,49.91,46.21
Tamil Nadu,Villupuram,2013,71.95,55.27,50.64,47.6
Tamil Nadu,Villupuram,2014,72.53,56.45,52.57,49.0
Tamil Nadu,Villupuram,2015,73.11,57.62,54.5,50.4
